"Server Name","Alt Name","Guild ID","Invite URL",Region,"Icon URL",Boosts,Members,Online,Messages,"Hourly Activity","Badge Color Primary","Badge Color Secondary"
Elite,,348590958134296586,https://discord.gg/kHkb3aS,en,https://cdn.discordapp.com/icons/348590958134296586/a617ee7d8f9e6b1b082803a92f998815.png,0,96,7,1003,"[72,63,63,127,54,227,54,18,0,18,9,36,36,36,36,64,18,9,9,18,9,9,0,18]",#ff0000,#800000
"Hamburg AG 2",,497781272748359688,https://discord.gg/UXNc44dxk6,de,https://cdn.discordapp.com/icons/497781272748359688/d04a787e4b56cfed03e7fc4488c7cef3.png,0,73,5,1002,"[0,18,9,72,73,100,9,0,27,9,36,45,9,18,36,72,81,145,63,54,63,27,9,27]",#ff0000,#800000
"Drunken Mining Corp",,587867788413108234,https://discord.gg/VuhBfyPqGY,en,https://cdn.discordapp.com/icons/587867788413108234/77cdccacb0addf7140119bc4b7f2bacc.png,0,38,9,1000,"[200,25,0,25,125,0,0,0,0,25,0,50,100,50,100,25,0,25,75,25,25,25,25,75]",#ff0000,#800000
"Drunken Mining Corp",,587867788413108234,https://discord.gg/gftmtjS,en,https://cdn.discordapp.com/icons/587867788413108234/77cdccacb0addf7140119bc4b7f2bacc.png,0,38,9,1000,"[200,25,0,25,125,0,0,0,0,25,0,50,100,50,100,25,0,25,75,25,25,25,25,75]",#ff0000,#800000
"A Fronteira Final - Hades Star: Dark Nebula",,1210814529445830656,https://discord.gg/ywbVK3C459,es,https://cdn.discordapp.com/icons/1210814529445830656/5863253440da4c4dd03f74d7ad9e2cfb.png,0,46,9,997,"[103,21,25,3,12,14,0,1,2,9,54,39,54,32,24,50,48,50,20,12,178,149,49,48]",#ff0000,#800000
"A Fronteira Final - Hades Star: Dark Nebula",,1210814529445830656,https://discord.gg/bv5q7qHTDb,es,https://cdn.discordapp.com/icons/1210814529445830656/5863253440da4c4dd03f74d7ad9e2cfb.png,0,46,9,997,"[103,21,25,3,12,14,0,1,2,9,54,39,54,32,24,50,48,50,20,12,178,149,49,48]",#ff0000,#800000
"Space Penguins",,382153815073488898,https://discord.gg/KMQhBDQ,en,https://cdn.discordapp.com/icons/382153815073488898/c27c2d429e21041760a8317a4b452493.png,0,692,43,993,"[0,0,0,0,0,0,0,0,0,0,0,0,47,5,0,0,5,5,42,205,626,32,16,10]",#ff0000,#800000
"The Dwarf Crew",,964111972293562398,https://discord.gg/mbBssbBRQ8,en,https://cdn.discordapp.com/icons/964111972293562398/6d72a49c1b34744aa4844fe023a2c4ba.png,1,142,24,992,"[4,6,8,3,15,15,29,22,43,148,58,33,30,34,57,44,55,80,74,72,88,37,24,13]",#ff0000,#800000
"Ironbear Legion",,622470790389956629,https://discord.gg/vCnRArh,en,https://cdn.discordapp.com/icons/622470790389956629/a_1cc3015e65b639efc2ef8f6190ede2fb.gif,2,199,22,989,"[43,29,53,10,0,35,34,29,19,15,24,58,30,81,181,43,10,25,29,63,53,29,24,72]",#ff0000,#800000
"Space Ghost Alliance",,469647987677593622,https://discord.gg/WBMbDHE,en,https://cdn.discordapp.com/icons/469647987677593622/7ad77c1aa48ad7040734b74838a9eef4.png,0,301,21,986,"[41,15,42,38,32,3,9,6,12,77,19,12,3,19,70,52,34,29,101,54,155,45,32,86]",#ff0000,#800000
"Hades' Link Archive",,593923858361221131,https://discord.gg/b6NUVsX,,https://cdn.discordapp.com/icons/593923858361221131/44b23362925046ec7f0673ec684f43da.png,0,481,33,985,"[100,20,110,15,40,40,50,0,0,0,15,15,80,50,15,50,0,15,125,60,5,95,40,45]",#ff0000,#800000
hello,:3,159850084916396033,https://discord.gg/hello,,https://cdn.discordapp.com/icons/159850084916396033/58cad20b02397282b3df7a2eef8d114c.png,36,38,5,959,"[44,19,15,3,2,4,1,4,7,6,8,54,27,10,41,23,49,64,115,91,85,126,110,51]",,
"INFINITY STAR 🌌",,850886869171437573,https://discord.gg/S97MCXeDDJ,de,https://cdn.discordapp.com/icons/850886869171437573/015ba961b8df4795ab241992bcea7bd1.png,0,77,11,913,"[6,0,0,0,0,0,1,3,1,2,7,15,23,43,41,65,68,55,87,141,134,148,53,20]",#ff0000,#800000
Octoberpierynm,,475758531224666115,https://discord.gg/fZ76DwK,en,https://cdn.discordapp.com/icons/475758531224666115/0408dd547f7a5acfb2cc1d8dca424748.png,0,125,14,900,"[60,100,0,80,0,0,0,0,10,0,30,0,10,0,90,130,70,70,40,90,30,30,30,30]",#ff0000,#800000
dtc-corp,,494414059379097600,https://discord.gg/UfTrA35,fr,https://cdn.discordapp.com/icons/494414059379097600/f6e4659c0504023f81d582f5f125fc31.png,0,122,9,900,"[0,0,0,0,0,0,20,20,0,60,100,60,20,40,80,80,80,40,160,80,40,20,0,0]",#ff0000,#800000
Providence,,566189938069078017,https://discord.gg/nUgqhbn,en,https://cdn.discordapp.com/icons/566189938069078017/34660c3bf84fb7b1087f83025185d782.png,0,92,8,881,"[7,73,86,7,34,7,47,40,33,21,14,0,13,27,74,41,34,20,7,154,27,7,34,74]",#ff0000,#800000
"Guardian Utopia",,492453758731550723,https://discord.gg/xXufbUGsAJ,en,https://cdn.discordapp.com/icons/492453758731550723/5e503a0f516b5b6398cdd6b874e25c6c.png,0,49,7,875,"[0,0,0,0,0,0,0,0,0,0,50,0,250,125,225,125,50,25,25,0,0,0,0,0]",#ff0000,#800000
"The Heavy HS",,460463997737762818,https://discord.gg/6vgrePN,en,https://cdn.discordapp.com/icons/460463997737762818/0f1a5ebe2c0712094e25c1e2cd61e655.png,0,74,5,862,"[4,5,7,13,16,9,14,37,19,31,58,47,18,11,9,33,52,121,33,60,52,21,102,90]",#ff0000,#800000
"✯NLB✯",,1028147312704372776,https://discord.gg/xf66CutbnG,es,https://cdn.discordapp.com/icons/1028147312704372776/342968ea9915ac3e1f824db2152a585c.png,0,43,6,852,"[28,491,155,22,0,0,0,0,0,0,0,0,17,0,11,0,0,0,22,39,17,11,28,11]",#ff0000,#800000
"ANZAC Warriors",,843332123346862093,https://discord.gg/ZrqhwA2mn9,en,https://cdn.discordapp.com/icons/843332123346862093/acc1f195773d19b583811f565913e1bd.png,0,72,14,850,"[50,0,50,50,0,50,50,0,200,0,0,0,0,0,0,0,0,0,0,100,150,100,50,0]",#ff0000,#800000
StarControl,,401232455887224833,https://discord.gg/j8wnKvB,en,https://cdn.discordapp.com/icons/401232455887224833/dcb8e93fdeefb24a65631defd207666f.png,2,202,27,844,"[0,22,3,15,12,12,0,6,15,12,6,6,47,27,57,41,16,12,120,75,190,85,12,53]",#ff0000,#800000
Quilliance,,581734750834655243,https://discord.gg/6QQJkJ4,en,https://cdn.discordapp.com/icons/581734750834655243/cb02cd8a3fecfcef26c68b7174c17e45.png,0,86,19,804,"[43,4,10,11,12,12,30,40,37,34,36,22,44,23,36,26,40,67,52,20,25,18,56,106]",#ff0000,#800000
"Tiesa Foundation",,387303196424404992,https://discord.gg/wuKuPvr,en,https://cdn.discordapp.com/icons/387303196424404992/e1b07e25638d7713422a6d93a2579a23.png,0,118,21,802,"[119,82,88,12,70,25,31,0,6,6,0,25,0,13,18,44,37,25,57,12,12,38,38,44]",#ff0000,#800000
Ark,,966680479367565388,https://discord.gg/kPuseCu4RE,de,https://cdn.discordapp.com/icons/966680479367565388/1dfcd2b263c2def7d9de99fc6feceba6.png,0,63,10,800,"[0,0,0,0,0,0,0,14,0,29,57,57,14,29,0,0,14,0,42,158,157,200,0,29]",#ff0000,#800000
W.A.L.R.U.S.,,819238952397307944,https://discord.gg/rcJ9xUDkqz,en,https://cdn.discordapp.com/icons/819238952397307944/4f72bbf6d591e638e042c8f06e9f2df9.png,0,19,2,780,"[112,30,60,39,118,97,51,6,12,9,12,21,51,9,6,27,0,6,0,0,0,9,54,51]",#ff0000,#800000
Emergence,,693194450389696532,https://discord.gg/pwjcwuMPnc,fr,https://cdn.discordapp.com/icons/693194450389696532/2e78373e18450ee58c197bf75e2d5309.png,0,28,3,755,"[28,86,0,0,0,0,0,0,0,0,0,14,57,157,186,101,14,14,28,0,28,14,28,0]",#ff0000,#800000
"UFO Central Intelligence Grid",,1008918913985282184,https://discord.gg/NuvtUTUxQj,en,,0,40,7,743,"[7,150,0,72,158,7,71,36,0,7,7,7,14,36,0,0,0,93,14,36,21,7,0,0]",#ff0000,#800000
Retarts,,992015990823071805,https://discord.gg/Bj7asyRu67,vi,https://cdn.discordapp.com/icons/992015990823071805/13e1fa80a33b3c47cac456a4677bd6a0.png,0,55,4,740,"[0,0,0,16,47,35,6,22,16,22,97,44,45,34,30,38,60,132,84,12,0,0,0,0]",#ff0000,#800000
"Panda Archives - Dust and Echoes",,506315158260547635,https://discord.gg/mtYTG3t,en,https://cdn.discordapp.com/icons/506315158260547635/ec02e1fc93efb336f393f5773ef29c9b.png,0,34,9,698,"[100,0,67,0,0,67,0,66,0,0,33,0,33,0,33,33,100,33,0,0,0,0,33,100]",#ff0000,#800000
"Umbilic Torus Headquarters",,478736423625687041,https://discord.gg/a943gDH,en,https://cdn.discordapp.com/icons/478736423625687041/4dc9cacf24edbe4a37d1d1414319610d.png,0,32,12,698,"[3,0,3,21,15,3,48,0,15,6,0,9,21,68,0,0,6,27,27,118,177,104,21,6]",#ff0000,#800000
"The Mirror Alliance",,1519539646583799928,https://discord.gg/kupxQpSeq5,en,https://cdn.discordapp.com/icons/1519539646583799928/c3080f2b0c211c8f3ab73b9be9b46a49.png,0,43,18,696,"[30,23,54,56,26,147,62,3,1,9,3,2,6,9,24,14,34,46,11,56,40,14,8,18]",,
"Space Oddity",,751700232177188914,https://discord.gg/B5y6qXw,,https://cdn.discordapp.com/icons/751700232177188914/d0cfdc14284f2a5fc94370013cb0f234.png,0,84,4,661,"[0,1,0,0,0,4,13,17,1,2,9,25,34,10,15,12,4,15,13,74,364,44,2,2]",#ff0000,#800000
"empire de sylli",,949974939778297866,https://discord.gg/7MEkhpJ47M,fr,https://cdn.discordapp.com/icons/949974939778297866/fb3fb8691155594064c85a8afacb45eb.png,0,41,8,652,"[0,0,0,0,0,0,5,0,5,0,26,0,0,42,5,11,63,69,58,194,111,58,5,0]",#ff0000,#800000
"Rocket-by Baby",,511984179131580417,https://discord.gg/TyVF7Sz,en,https://cdn.discordapp.com/icons/511984179131580417/b3736063177ecf32bd7d4b28e87aa0b3.png,1,161,16,627,"[14,85,57,43,0,0,0,0,0,0,14,0,14,43,14,28,0,43,43,43,43,43,100,0]",#ff0000,#800000
"Spartans Corp.",,433074022289375232,https://discord.gg/TAY63f9,fr,https://cdn.discordapp.com/icons/433074022289375232/d83792fd8269f66c22a76b10949a4ee1.png,0,68,7,623,"[33,17,33,0,0,50,25,8,8,0,17,25,8,17,0,16,0,0,0,42,91,58,125,50]",#ff0000,#800000
[CNCR],,257852157825384448,https://discord.gg/x7UKNm2,en,https://cdn.discordapp.com/icons/257852157825384448/c4ab170063b316518dbeaa29f715ae07.png,0,152,33,607,"[64,14,24,8,9,6,3,3,13,14,24,48,19,14,15,9,10,33,45,38,8,36,41,109]",#ff0000,#800000
"The Fire Planet",,437077579485413406,https://discord.gg/CgdBbpY,en,https://cdn.discordapp.com/icons/437077579485413406/ac864c4d020c2d6c109cb3f4c4592d39.png,0,87,14,600,"[25,75,25,25,25,25,0,0,0,0,0,150,50,0,0,25,0,0,50,0,25,50,25,25]",#ff0000,#800000
"Society of Sin",,640692199557955587,https://discord.gg/GzKCfdFyKf,en,https://cdn.discordapp.com/icons/640692199557955587/eea5ee0e927a5b79718d7b1b96cc5d07.png,0,300,35,583,"[56,0,50,32,0,0,6,0,0,0,44,13,19,57,31,0,25,125,69,44,6,0,6,0]",#ff0000,#800000
"Society of Sin",,640692199557955587,https://discord.gg/9vG4zU3,en,https://cdn.discordapp.com/icons/640692199557955587/eea5ee0e927a5b79718d7b1b96cc5d07.png,0,300,36,583,"[56,0,50,32,0,0,6,0,0,0,44,13,19,57,31,0,25,125,69,44,6,0,6,0]",#ff0000,#800000
"Hades' Star Kr",,720515270946586755,https://discord.gg/TR5CJ2p,,https://cdn.discordapp.com/icons/720515270946586755/e295306d24d75ba070c09fc6d00da54e.png,0,177,13,550,"[0,0,0,50,0,0,0,0,0,0,0,50,100,0,50,0,50,0,0,0,200,0,0,50]",#ff0000,#800000
"Odyssee Ltd.",,698803923083067475,https://discord.gg/9KC8Src,de,https://cdn.discordapp.com/icons/698803923083067475/e5244858468772cda75c5c6b98dcff35.png,0,31,4,550,"[0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,200,150,100,0,0,0,0]",#ff0000,#800000
"Империя Гроксы",,769915595646697473,https://discord.gg/B3VcrZ3ZPh,ru,https://cdn.discordapp.com/icons/769915595646697473/8c95e6c910e36d704892bdfa7e6ae3a1.png,0,70,21,544,"[0,0,0,0,44,156,0,0,0,22,22,100,0,0,0,0,67,89,44,0,0,0,0,0]",#ff0000,#800000
"Star Terror CZ/SK",,731951910671614013,https://discord.gg/fS6K3cd,,https://cdn.discordapp.com/icons/731951910671614013/e2ff8cb0cce898bb67376b39b87a9686.png,0,62,3,520,"[0,0,0,0,0,0,40,0,20,40,20,0,60,120,60,60,20,0,0,80,0,0,0,0]",#ff0000,#800000
"Got Nothing",,1001364365326422087,https://discord.gg/xcfdqvxX3X,en,https://cdn.discordapp.com/icons/1001364365326422087/f59613f19b7237bb868fb9b9665f9027.png,0,68,12,500,"[50,50,0,0,0,0,0,0,0,100,50,200,0,0,0,0,0,0,50,0,0,0,0,0]",#ff0000,#800000
Drachenhort,,579272864524533770,https://discord.gg/uUzDp9k,de,https://cdn.discordapp.com/icons/579272864524533770/ce9ae9d332cc896a25407f66381036a7.png,0,11,0,500,"[0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,100,0,0,0,0,0,0]",#ff0000,#800000
"Black Sun",,461493331650936852,https://discord.gg/kpnq4jZc56,en,https://cdn.discordapp.com/icons/461493331650936852/eb631aa337d05a9156358935a3a3dc28.png,0,140,9,466,"[67,33,0,0,0,0,0,0,0,0,33,0,133,33,0,0,0,0,0,100,0,0,0,67]",#ff0000,#800000
KRAAPULE,,940769724634132480,https://discord.gg/tHBDmjqPja,fr,https://cdn.discordapp.com/icons/940769724634132480/05f251891839d56df2e847e2cff49ceb.png,2,45,8,460,"[0,0,0,0,0,0,40,0,0,0,60,20,20,0,0,0,60,40,60,140,20,0,0,0]",#ff0000,#800000
"join the lower people one",,1234136494625656882,https://discord.gg/dqW4bytGPe,,https://cdn.discordapp.com/icons/1234136494625656882/d879c2fa093deba8f80ed72edce153b5.png,0,21,1,436,"[57,93,115,10,14,11,2,2,2,5,0,2,0,5,15,26,27,29,2,1,10,1,2,5]",#ff0000,#800000
"Imperio Galacti",,1426500604683092069,https://discord.gg/C2WxT5GFE2,,https://cdn.discordapp.com/icons/1426500604683092069/52a568e2626d758058c29b9c06debfe7.png,0,29,13,421,"[172,36,36,15,3,12,12,9,0,0,0,0,3,0,0,45,18,6,27,0,3,3,9,12]",#ff0000,#800000
"Silly Space",,1535811375463407616,https://discord.gg/V54Q4TD5F,,https://cdn.discordapp.com/icons/1535811375463407616/af82960d62a70d6a538d28ed157ba863.png,0,4,1,419,"[10,9,23,9,0,14,0,0,0,100,28,10,5,5,0,68,0,5,0,37,0,23,68,5]",,
"Drunken Beard Tavern",,588395241304752144,https://discord.gg/vf2sszb,en,https://cdn.discordapp.com/icons/588395241304752144/45c172ea014ae0651835ce67378e5e05.png,0,25,4,408,"[31,25,19,13,0,0,0,6,12,0,75,13,0,6,100,38,13,0,0,0,0,38,0,19]",#ff0000,#800000
"RISING LEGENDS",,615251222248685797,https://discord.gg/jBVymPh,en,https://cdn.discordapp.com/icons/615251222248685797/1b057916788984ea2a1feee7cb73e9e4.png,0,34,3,400,"[0,0,0,0,0,100,0,0,0,100,100,0,0,33,67,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"𝔖𝔬𝔪𝔢𝔱𝔥𝔦𝔫𝔤",,1483291554654457938,https://discord.gg/uc9qp3rHV9,,https://cdn.discordapp.com/icons/1483291554654457938/f73e06e86c2c1794a7c5917eccbcb5dd.png,0,39,14,399,"[33,37,15,39,32,17,11,100,4,7,4,5,6,3,3,2,0,3,9,10,6,9,20,24]",,
A.R.M.O.R.,,746622085522128957,https://discord.gg/BBRwq4RAyJ,en,https://cdn.discordapp.com/icons/746622085522128957/09f7fb8bef3845e5de6bbe5268417793.png,0,80,6,399,"[83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,66,0,0,67,100]",#ff0000,#800000
"Legión",,1285935407523037194,https://discord.gg/Bt9wnjv2Kh,es,https://cdn.discordapp.com/icons/1285935407523037194/76bbbc80e51538343a38714949d336c3.png,0,44,13,389,"[11,156,89,0,0,0,0,0,0,0,0,0,0,0,78,0,11,11,0,0,0,0,0,33]",#ff0000,#800000
"Hades' Star Español",,1414224893561667677,https://discord.gg/AZNx8EkhNC,,,0,70,13,385,"[15,0,10,40,0,0,0,0,0,0,10,15,10,115,15,20,0,0,70,5,0,25,35,0]",#ff0000,#800000
"The Seperatists",,447163900140453909,https://discord.gg/zXEp3p8,en,https://cdn.discordapp.com/icons/447163900140453909/124a9221e21a178b4c988a6600aeddf4.png,0,143,15,382,"[0,0,0,7,18,12,11,7,46,0,18,0,4,0,11,11,18,8,4,104,78,0,4,21]",#ff0000,#800000
"The Seperatists",,447163900140453909,https://discord.gg/uDWGmCa,en,https://cdn.discordapp.com/icons/447163900140453909/124a9221e21a178b4c988a6600aeddf4.png,0,143,13,382,"[0,0,0,7,18,12,11,7,46,0,18,0,4,0,11,11,18,8,4,104,78,0,4,21]",#ff0000,#800000
"Lacuna Station",,498802467254042626,https://discord.gg/BFfSkvu,en,https://cdn.discordapp.com/icons/498802467254042626/b4349d122036339a7cd8f95a015bcd36.png,2,198,25,360,"[5,5,5,5,14,0,0,0,0,0,5,0,23,0,0,0,5,68,110,42,23,23,27,0]",#ff0000,#800000
"L🎯ΝΕ🐺W⦾LF",,712383090923929681,https://discord.gg/S9Fk9Um,en,https://cdn.discordapp.com/icons/712383090923929681/98cc40e4708a3d23317138f91ec684c7.png,0,74,9,338,"[18,4,3,22,3,5,9,2,10,3,5,0,4,7,19,5,12,51,102,6,6,30,4,8]",#ff0000,#800000
"✶ Federativa Varsovia (ꜰᴠ)",,1057069175853555782,https://discord.gg/CkNpwY2KeG,es,https://cdn.discordapp.com/icons/1057069175853555782/9e413849e4ccd7de0acf935bfd8f52f4.png,0,129,20,333,"[0,67,0,0,0,0,0,0,0,0,100,100,0,0,0,0,33,33,0,0,0,0,0,0]",#ff0000,#800000
Vestige,,670343691973689344,https://discord.gg/Y6rN6mZ24d,en,https://cdn.discordapp.com/icons/670343691973689344/2b16253a170e9bc0c60d31e28700941d.png,0,63,9,325,"[0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,25,0,75,50]",#ff0000,#800000
"Galactic Island",,643645399004872704,https://discord.gg/fvMAqaP,en,https://cdn.discordapp.com/icons/643645399004872704/19bcab05f7a41c7736eea94f32e0331e.png,0,52,14,310,"[0,0,30,0,0,0,0,30,10,0,0,50,50,100,0,0,30,0,0,10,0,0,0,0]",#ff0000,#800000
INEXORABLE,,1008751450760953896,https://discord.gg/3yhvuzqeax,en,https://cdn.discordapp.com/icons/1008751450760953896/b71098f829c8b9757dc6b4b25d521829.png,0,50,12,305,"[0,8,8,8,0,8,0,8,0,0,0,0,41,0,0,0,8,108,0,33,17,25,25,8]",#ff0000,#800000
Curcubeu,,707322608298754208,https://discord.gg/D3hFXU8,,https://cdn.discordapp.com/icons/707322608298754208/03463abe5793b78b4e9a6fdd34bcaff4.png,0,40,5,301,"[0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,17,0,0,118,0,100,0,0,0]",#ff0000,#800000
"Alizar's practice server",,1043333063465246730,https://discord.gg/VwmW7etj5s,,https://cdn.discordapp.com/icons/1043333063465246730/17236fda920433baf7f687aa9db073ea.png,0,24,18,300,"[0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0]",#ff0000,#800000
"Türk Yıldızları",,374776871730151426,https://discord.gg/PWDf6QH,,https://cdn.discordapp.com/icons/374776871730151426/317987080e53e25fe8fc1db5ac422162.png,0,88,9,300,"[100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0]",#ff0000,#800000
"Pulsar Rising",,387722710307962902,https://discord.gg/JdAZyh5,en,https://cdn.discordapp.com/icons/387722710307962902/6c2eefa941cda660e0f6b685c581c746.png,0,21,3,300,"[0,0,0,0,0,0,0,100,0,0,0,0,0,50,100,50,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Cydonia Order",,925096942726438924,https://discord.gg/37vQspvX4x,en,https://cdn.discordapp.com/icons/925096942726438924/8a3cf5583f7c2bc8dab4b64921b01920.png,0,62,11,291,"[3,6,38,24,0,0,0,0,7,0,0,0,0,0,10,0,3,0,0,0,0,0,197,3]",#ff0000,#800000
"Dark Monarchs",,1392712541049847930,https://discord.gg/tMuajmKzSd,,https://cdn.discordapp.com/icons/1392712541049847930/2d5d6a9fa097e3cce5f2d1abdb78217c.png,0,51,14,285,"[14,0,0,100,0,0,0,0,0,0,0,0,0,14,29,0,43,57,14,0,0,0,14,0]",#ff0000,#800000
Maquis,,786840170723803146,https://discord.gg/MFw42SZJ5W,de,https://cdn.discordapp.com/icons/786840170723803146/5a9095222ade0c4f345e298221c671b9.png,0,62,10,266,"[0,0,0,33,0,133,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67]",#ff0000,#800000
Orion,,670959791836889088,https://discord.gg/YtyNGek,fr,https://cdn.discordapp.com/icons/670959791836889088/742d67189e77a13c002186f8be699198.png,0,100,8,250,"[0,0,0,0,0,0,0,0,0,100,0,0,0,50,0,100,0,0,0,0,0,0,0,0]",#ff0000,#800000
"COMUNIDADE BR-PT/ BRASIL STAR",,1231416850269732938,https://discord.gg/aRvVZWpP9y,,https://cdn.discordapp.com/icons/1231416850269732938/1f559e633edac30c6eb7fbc0dc9f7c83.png,0,43,9,245,"[58,5,3,0,0,0,0,0,8,8,6,5,0,0,14,13,8,3,3,0,8,103,0,0]",,
"Rising Imperium",,680583825717461008,https://discord.gg/p3dTaE9,en,https://cdn.discordapp.com/icons/680583825717461008/a_32bd5615bcd8ae95ddc623316c545584.gif,2,168,23,235,"[0,0,33,0,0,27,0,0,7,7,0,0,0,0,0,0,20,14,0,0,0,0,100,27]",#ff0000,#800000
"sliverdust2023的服务器",,1384053649579315200,https://discord.gg/tBYaCyj2HR,,https://cdn.discordapp.com/icons/1384053649579315200/26bd40d6aeb5848fabbbf26509fb39fa.png,0,11,2,234,"[6,14,14,14,2,2,2,14,6,0,2,0,0,0,2,10,6,10,6,118,0,0,4,2]",#ff0000,#800000
"OntarioDynasty Family of Corps",,419903814313705484,https://discord.gg/gBFFE5x,en,https://cdn.discordapp.com/icons/419903814313705484/2c2c88fb4b1b87e6f156a6bcaa0176f2.png,0,503,38,233,"[16,0,8,0,8,113,13,0,38,4,0,0,4,21,4,0,0,0,0,4,0,0,0,0]",#ff0000,#800000
"Space Dragons",,1415972934224187425,https://discord.gg/WBjvvJtwkU,,https://cdn.discordapp.com/icons/1415972934224187425/4777601f4bc13f220b713528f80afb3a.png,0,21,10,228,"[2,3,0,2,0,5,19,10,0,4,6,2,5,14,5,122,12,13,2,0,2,0,0,0]",#ff0000,#800000
"🔥THE DUMPSTER FIRE🔥",,742390868933083136,https://discord.gg/KD82H754Rt,en,https://cdn.discordapp.com/icons/742390868933083136/4c6f54b60b1f398074b8cfc7c8f7b9e9.png,0,75,9,214,"[63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,13,38,0,0]",#ff0000,#800000
"IX Hispana",,1271287978165010495,https://discord.gg/DMpDNr24ZE,,https://cdn.discordapp.com/icons/1271287978165010495/b6ee6094591bf7119cd038dfa0475b05.png,0,9,3,208,"[0,21,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,66]",#ff0000,#800000
"The Internationals",,440497040678453248,https://discord.gg/gBPEdZt,en,https://cdn.discordapp.com/icons/440497040678453248/bbe532156c29c6b2072bf60166f263aa.png,0,310,22,200,"[0,0,0,0,40,0,0,20,0,0,0,20,0,0,0,0,0,0,0,100,20,0,0,0]",#ff0000,#800000
"Quantum Cats",,640288349663264790,https://discord.gg/A7NGXRFB5S,en,https://cdn.discordapp.com/icons/640288349663264790/40b8147d2bd72c5d1637de02a16d1e79.png,0,65,9,200,"[0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,50,50,0,0,0,0]",#ff0000,#800000
"Argentina 1.0",,464110562062630912,https://discord.gg/efSWUgCbaw,es,https://cdn.discordapp.com/icons/464110562062630912/33ef1c74d6d93c7c80a94e04e7c9c491.png,0,41,6,200,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100]",#ff0000,#800000
"Soul System",,624381509993889826,https://discord.gg/SpgC2wgyWH,en,https://cdn.discordapp.com/icons/624381509993889826/0030cbbe68fa591714e7a760862f3d67.png,0,70,8,200,"[0,43,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,14,0,0,100]",#ff0000,#800000
"Argentina 1.0",,464110562062630912,https://discord.gg/nERKEfm,es,https://cdn.discordapp.com/icons/464110562062630912/33ef1c74d6d93c7c80a94e04e7c9c491.png,0,41,6,200,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100]",#ff0000,#800000
"帝国军事学院 (Imperial Military Academy)",,581108866767519764,https://discord.gg/ndQgHcT,zh-CN,https://cdn.discordapp.com/icons/581108866767519764/293c0d486211132a94132134a4dde291.png,0,30,4,200,"[0,0,0,100,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Star City",,474452451668393987,https://discord.gg/nUQrjxX,,https://cdn.discordapp.com/icons/474452451668393987/179f9abac20f11f79959297521c098d3.png,0,85,4,200,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0]",#ff0000,#800000
GhostNakcoorp,,1015509514218373190,https://discord.gg/jQHaBGnQDa,en,https://cdn.discordapp.com/icons/1015509514218373190/3d38f86135999598260c057f310e5168.png,0,38,11,200,"[0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50]",#ff0000,#800000
"Hades Star OPA",,454111568884400141,https://discord.gg/nsbFSMHCcw,en,https://cdn.discordapp.com/icons/454111568884400141/174053070b336d25c536f169b3d222ba.png,0,16,2,200,"[0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",#ff0000,#800000
"Soul System",,624381509993889826,https://discord.gg/AnvTVEyjZ6,en,https://cdn.discordapp.com/icons/624381509993889826/0030cbbe68fa591714e7a760862f3d67.png,0,70,10,200,"[0,43,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,14,0,0,100]",#ff0000,#800000
"The Internationals",,440497040678453248,https://discord.gg/2VBVJEQ,en,https://cdn.discordapp.com/icons/440497040678453248/bbe532156c29c6b2072bf60166f263aa.png,0,310,22,200,"[0,0,0,0,40,0,0,20,0,0,0,20,0,0,0,0,0,0,0,100,20,0,0,0]",#ff0000,#800000
"Dark Matter Syndicate",,407664700009086976,https://discord.gg/h4KNtMR,en,https://cdn.discordapp.com/icons/407664700009086976/ee30d7212e528e4e5e2359b67f059ad7.png,0,212,21,200,"[0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100]",#ff0000,#800000
